,type,text,Predicted_value
299,1,"Watching @SouthPark season 22 episode 1 - “Dead Kids” 

Class continues despite SWAT coming in to disarm an active… ",0
328,1,we can make the difference.,0
351,1,@shannonrwatts ,0
353,1,"@GabbyGiffords &amp; @gracieleeart in one place, supporting @KatieHill4CA! My heart is full.",0
363,1,You should lose your concealed carry license for provoking violence then essentially threatening people that you’ll… ,0
367,1,Realist!  🙌🏼,0
11,1,"This is criminal! Imagine how this student must have felt during and after this irrational, hate-filled choice by t… ",0
14,1,Virginia school allegedly barred trans student from active-shooter drill  via @nbcnews,0
17,1,"@realDonaldTrump has no empathy:
Not to Hurricane victims
Not to women
Not to victims of sexual assault
Not to moth… ",0
59,1,Only if you're an illiterate moron.,0
63,1,"I know, I understand that's why we are doing what we are doing to get rid of the criminals and ban gun violence and… ",0
83,1,Just a curiosity which part of it needed to be explored more?,0
115,1,"@Randal_4040 @The_UnSilent_ If it were me that saw him first, I would. In a heartbeat. I mentally sick. Statistics… ",0
122,1,It’s like people never been a 20-something in a relationship that is dealing with addiction/trauma. Leave… ,0
137,1,"@realDonaldTrump Bruh there’s a deadly storm raging through America, the Supreme Court is full of rapists, mass gun… ",0
162,1,"@SenSanders Our country is sad. And I was in the  Army for 8 years  Highest crime rate in the world, drug use, gun… ",0
170,1,Lord we need you to send your angels down to cover these babies,0
233,1,This is sad &amp; horrendous beyond words. We all can/must do more to stop senseless gun violence (SGV)!  #LoveInstead… ,0
252,1,Was there an active shooter at @FortCampbell or are people on Facebook just freaking out for no reason 🤷🏼‍♀️,0
260,1,"#YellaBeezy

Hip-hop still has a gun &amp; violence problem, kinda like the rest of the industry continues to have a dr… ",0
261,1,As well as a racist POS playing the tRump playbook.,0
267,1,The solution to climate change and gun violence is to have bipartisan evangelism to combat the problems.,0
277,1,"Interesting video from Liberty Doll, David Hogg Ignores Gun Violence for Gun Control | 2A Today  via @YouTube",0
278,1,David Hogg and other panelists address gun violence at HUBweek - ,0
298,1,"@capcassian @EshiaRai @jesuisjoy_xo Exactly, shootings are already part of America’s culture. Gun violence issues i… ",0
19,1,why do we need a 3 hour lecture on what to do if there's an active shooter in the theatre. it seems pretty basic- g… ,0
50,1,11 wounded in Sunday gun violence  #Chicago,0
53,1,This gun violence shit is getting out of hand man🤦‍♂. Pray for big Bruh 🙏,0
68,1,"You know we know you're 2 short white guys in a black guy costume, right?",0
77,1,@HillaryClinton Do you really want to have an honest discussion about gun violence in America?... 🤔 ,0
103,1,@KaitMarieox @TwitterSupport please report this for violence. I have already.,0
128,1,@davidhogg111 You blame anybody and everybody the believes in  the 2A. Law-abiding gun owners take ownership seriou… ,0
130,1,"@Hassan_Murphy @ananavarro Congrats. In 1 sentence you've ""spitted"" climate change, economic inequality for minorit… ",0
134,1,Virginia school allegedly barred trans student from active-shooter drill  via @nbcnews,0
142,1,@Prick_Steves @BrockHartshorn1 @davidhogg111 Do your research.  Most of the people kept their guns in Australia.  A… ,0
153,1,@NBCNews @ericgarcetti the @DNC mayor is running the circus out in Los Angelis. Rat infestation and typhus outbreak… ,0
182,1,What an idiot.,0
186,1,Frequency of Gun Violence in the USA between 2013-2018 ,0
189,1,“Get a gun if your life matters”?? Are you serious??? ALLLL they are trying to say is that every life matters!! Tha… ,0
200,1,@dalecanfixit @Crittermom910 @phildo1965 @URMort @KittyLovesGod @Nick30664336 @WitkowskiMark @sir_blacula… ,0
3,1,"@TIME All you guys that are making fun of death by gun violence, should be ashamed and need to grow up, laugh today… ",0
6,1,"@Twitter @TwitterVideo @TwitterSupport @AugustaGANews @AugustaGAMayor @FBI is anyone investigating this man? 
why a… ",0
30,1,"@imteddybless That was the plot to the most recent Murphy Brown episode, led by Tyne Daly and Candace Bergen (attac… ",0
55,1,@FuckThe_NRA @Pottshott1 @NRATV @MrColionNoir so you blame the NRA for black gun violence? and not us who are actua… ,0
111,1,what the actual fuck,0
1,1,@XTinaTaft @Marisa_Bowen @gillixnc cause normally you wouldnt inform people u have a gun the way she did unless it’… ,0
22,1,- Ima Call Beachum Let Them Know There Is A Active Shooter In The Building Just So This Nigga Can Get Home And Text Me Alreadii 🤣🤣🤣🤣,0
30,1,"And @PressSec while we’re on the topic of how ‘pro-life’ you are(n’t), other things your administration perpetuates… ",0
43,1,Tbh this year has been so surreal. Visited Cuba. Made it on a nat’l leadership council for gun violence prevention.… ,0
49,1,"Fake explosions, mock chaos help Billings National Guard company train for active shooter ",0
61,1,"@MichaelSkolnik Posted... 
",0
70,1,2 people got shot tonight inside aqua ... y’all lame as hell &amp; I’m not one to fuck with gun violence whatsoever. I’… ,0
122,1,"@LetMeBeGreatt2 @GuntuckyIke @NRA @DLoesch This should help get you caught up, Champ. 
",0
130,1,"According to the crowd around us, there was an active shooter. I could hear people wailing for their parents. There… ",0
132,1,One killed in ‘active shooter’ incident at naval base One person was killed and another wounded in an “active shoot… ,0
139,1,When the power of love overcomes the love of power the world will know peace.     Jimi Hendrix,0
162,1,"The media are easily distracted.  We're not talking about gun violence, homeless vets, teen suicide rate, or all th… ",0
170,1,"@davidhogg111 then implement immediate response solutions... you know, like the states with lower gun violence beca… ",0
18,1,"Infatuated with violence, gun in my fuckin mouth",0
31,1,I'm opening an MMA gym in San Jose. This will be a place that anyone can come train and resolve their issues for fr… ,0
75,1,States with the most (and least) gun violence. See where your state stacks up. ,0
77,1,"3 Gun shots were fired in Oakland, 10 feet away from me less than an hour after the anti-gun violence festival at 9… ",0
92,1,#GunReformNow,0
113,1,Go ahead and vote for this pawn fool...,0
127,1,"Every day is a Journey of terror, and tribulation, if it's not gun violence, it's a tragedy vehicle death of a love… ",0
172,1,So this nigga trippie not even a blood and “oomp” died in a car crash not to gun violence😐,0
194,1,WOW 😲,0
61,1,@GenuineCovfefe @sanden @deecee3737 @tmj4 @Beverlyb11 I’m Canadian. We have some gun violence but nothing like the… ,0
94,1,@davidhogg111 No one has capitalized more from gun violence than you!!,0
98,1,"2013 : ACT OF VIOLENCE 8 YR OLD DEFIES CODE OF CONDUCT THAT PROHIBITS STUDENTS FROM PLAYING WITH INVISIBLE GUNS

Th… ",0
99,1,@fuzzibilities And thats saying something. Its like being against gun violence by shooting people,0
110,1,"They put me in a car, brought me to a field, undressed, tried to blackmail me and threatened with sexual violence.… ",0
194,1,"🤬🤬🤬🤬🤬
&amp; Vote @SenBillNelson",0
218,1,"Hey, Nay San @nslwin  So far he is a Buddhist monk. He doesn't practice violence. What Wirathu said is for himself,… ",0
0,1,"Over 33,000 Americans die each year from gun violence. I just joined  to help create change.… ",0
26,1,Anti-gun violence community gathering in Selma #Alabama reveals impact on families  ,0
27,1,"Any gun violence is too much, but the truth is, crime IS way down in Chicago from the 1970s, '80s and '90s. ",0
50,1,"Barry, a thief of an Illinois state seat, did nothing while there, and went on to be an unqualified POTUS. JB, a fr… ",0
57,1,Yet another tragedy the @gop and @nra cause by kowtowing to the gun lobby.,0
71,1,@FLGovScott ,0
85,1,Vote @SenBillNelson,0
144,1,"@tedcruz Yeah dude. C'mon, some of the gun laws are ridiculous. Especially those that allow criminals who commit do… ",0
179,1,How Many Active Shooter Drills Is Too Many? Florida Schools Don't Know Either. ,0
250,1,@KHerrington83 Yes exactly. I love (and write!) the darkest of dark comedies but this didn't sit right. And also gi… ,0
7,1,Up to 80 per cent of gunshot victims live through the ordeal. But survival is just the first step. ,0
13,1,#Iwillvote,0
18,1,"@MSNBC What morals? Our President is a racist, sexist, admitted sexual predator. Our government is kidnapping immag… ",0
36,1,"Too much gun violence. North Texas, we have to do better.",0
45,1,11 shot — 2 killed — Saturday in city gun violence - ,0
55,1,@TheElderStunt @huskiiboi @BBCNews And luckily he won't have to. Why do we need to turn civilized countries into wa… ,0
60,1,I smell a lawsuittttt 😼,0
69,1,"That was my point actually, so thank you for helping me spit it out. Protecting ourselves as independent citizens i… ",0
80,1,Only to discover you CAN'T READ IT without a Subscription!.........,0
98,1,"@jhyemi08 warning :
&gt; Violence, blood
&gt; Knife and gun
&gt; Crime themed and disturbing picture

Happy reading! 

+++",0
102,1,AOZJSJADBUSISHSISHSUXKSJUDKWOSIDS 👀👀👀👀,0
125,1,#flsen,0
130,1,"Excuse me, if they were such a threat then why haven't there been more shootings, such as in Chicago? Chicago has t… ",0
141,1,Delusional👇,0
147,1,"Make #Toronto SAFE again and Vote ⁦@FaithGoldy⁩ for #MayorOfToronto!!!

#TOpoli #ONpoli #FordNation ⁦@fordnation⁩… ",0
176,1,"2 killed, 9 wounded Saturday in city gun violence, ",0
182,1,"Well, this is incredibly powerful @PantsuitPolitic",0
184,1,The presence of a gun in a domestic violence situation increases the risk of homicide by 500%. #DVFACTS #DVAWARENESS,0
201,1,"DAILY WAKE UP CALL: ⏰ 

Good morning family! 

This is a great day to fight against social injustice, racism, inequ… ",0
208,1,"@nicholas_olweny @jackie_oloya The VAC Survey Report gives examples of physical violence such as: punching, kicking… ",0
212,1,Been through this more than once lost a couple right in front of me,0
224,1,This is one Jewish voting for @AndrewGillum.  Jews believe in concept of Chai or life.  My daughter lost her life b… ,0
234,1,Also DeSantis is one of those ELITIST YALE HARVARD DUDES,0
249,1,IN-DEPTH | @lucasbpowers The struggle of survival: Toronto shooting victims face a cruel road to recovery.… ,0
274,1,"Incredible, important reporting from @lucasbpowers and team today on the immense financial, psychological and physi… ",0
14,1,Slamming those images in my face with no warning is the best way to get me to stop watching.  Disgusted another sci… ,0
59,1,#IdiocyIncarnate 🙄,0
135,1,Once we ensured that women survivors in #Manipur have some resources through supporting their livelihood such as we… ,0
143,1,@jerzyboi2 @TweetOfInsanity @Strandjunker @realDonaldTrump Keep trying. This is strangely familiar to the “highest… ,0
149,1,@SaneSophisticat @robinandriver @Ruetheday852 @10MinutesaDay4U @BetsyBG @DinaSaS69 @wildweezle @Aprylsmithts… ,0
187,1,em blue lights quando a jorja canta gun crime into your right year e drugs and violence into your left e vc escuta… ,0
212,1,"Violent crime in Colorado increased significantly since 2013 gun laws. Homicides also increased.
In 2017, CO experi… ",0
231,1,The strength and courage to fight injustice however has to come from the core of one's being and conviction. For me… ,0
233,1,My media literacy professor was just talking about how she loves when art/music is used as a medium to communicate… ,0
248,1,@PhillyMayor @PhillyInquirer Your first year... Homicides up. This year homicides up right now. Gun violence both years. Up. Bang up job.,0
266,1,Gun violence is the leading cause of premature death in the U.S. #PublicHealth  works hard to provide information o… ,0
275,1,STOP GUN VIOLENCE: All Mass Killers-Shooters were Democrats @TheDemocrats  So if we take guns from Democrats. We al… ,0
283,1,"Proud to sit with this body as it seeks to impact policy on gun violence, sexual harassment and immigration policy.… ",0
